Frequency,CHD,BHC,LOK,YTA,LZH,DL2,LAY,WEH,WED,RSH,Vel_AVG,Frequency,CHD,BHC,LOK,YTA,LZH,DL2,LAY,WEH,WED,RSH,Dis_AVG,Frequency,CHD,BHC,LOK,YTA,LZH,DL2,LAY,WEH,WED,RSH,Acc_AVG
22.4609,8.1197,9.11083,40.4769,15.8175,106.408,2.33096,28.0972,9.21641,1.55359,16.2905,12.5169,22.4609,0.057535,0.064558,0.286813,0.11208,0.753991,0.0165168,0.199093,0.0653062,0.0110085,0.115432,0.0886932,22.4609,1145.9,1285.78,5712.35,2232.26,15016.9,328.959,3965.25,1300.68,219.252,2299.02,1766.47
22.5586,7.00832,16.4669,19.4698,34.7106,50.0397,4.14521,9.91579,2.10702,8.89514,2.83056,9.40547,22.5586,0.0494449,0.116177,0.137363,0.244889,0.353039,0.0292452,0.0699577,0.0148654,0.0627568,0.0199701,0.0663573,22.5586,993.357,2334.02,2759.64,4919.87,7092.63,587.542,1405.46,298.649,1260.8,401.203,1333.13
22.6563,3.98908,15.1773,69.3745,30.8939,89.0353,6.14601,16.3142,5.57995,3.92915,8.84287,12.0101,22.6563,0.0280224,0.106617,0.48734,0.217023,0.625453,0.0431743,0.114603,0.0391979,0.0276014,0.0621191,0.084368,22.6563,567.86,2160.54,9875.69,4397.85,12674.5,874.905,2322.38,794.326,559.328,1258.81,1709.68
22.7539,5.20519,8.99807,49.5067,11.7732,104.454,5.65002,20.9204,1.25735,9.69534,1.34113,9.3467,22.7539,0.0364083,0.0629381,0.34628,0.0823491,0.730615,0.0395198,0.14633,0.00879468,0.0678152,0.00938071,0.0653766,22.7539,744.17,1286.43,7077.82,1683.18,14933.4,807.767,2990.93,179.759,1386.11,191.738,1336.27
22.8516,7.42875,9.673,56.0877,29.1534,107.268,5.26,27.9813,4.91149,8.74106,7.2216,9.20703,22.8516,0.0517392,0.0673698,0.390636,0.203046,0.747095,0.0366345,0.194882,0.0342072,0.0608791,0.0502965,0.0641245,22.8516,1066.62,1388.86,8053.11,4185.87,15401.7,755.234,4017.57,705.194,1255.05,1036.88,1321.95
22.9492,6.83568,4.82226,59.1359,36.9589,82.1399,0.667027,23.8775,5.52832,8.47435,7.04955,7.76195,22.9492,0.0474061,0.0334428,0.410113,0.256313,0.569648,0.00462589,0.165593,0.0383394,0.0587704,0.0488893,0.0538298,22.9492,985.665,695.342,8527.06,5329.26,11844.1,96.1814,3443,797.152,1221.95,1016.5,1119.23
23.0469,5.7345,14.1442,77.2301,64.2398,67.7321,6.18728,14.8411,1.59269,7.14406,4.78558,10.6441,23.0469,0.0396008,0.0976758,0.533328,0.443621,0.467738,0.0427275,0.102489,0.0109987,0.0493348,0.0330478,0.0735053,23.0469,830.401,2048.19,11183.5,9302.43,9808.14,895.966,2149.11,230.634,1034.51,692.989,1541.35
23.1445,1.53293,7.56726,26.0182,61.656,10.2942,7.02362,0.587772,3.61862,4.92254,3.82469,5.97308,23.1445,0.0105413,0.0520368,0.178916,0.423982,0.0707885,0.0482984,0.00404185,0.0248837,0.0338502,0.0263007,0.0410743,23.1445,222.92,1100.44,3783.6,8966.11,1496.99,1021.38,85.4746,526.225,715.842,556.192,868.614
23.2422,6.09925,6.75691,80.1535,51.5124,154.297,4.79235,18.377,7.46269,7.10898,19.7376,12.9199,23.2422,0.0417657,0.0462691,0.548865,0.35274,1.05658,0.0328165,0.12584,0.0511021,0.04868,0.135157,0.088471,23.2422,890.704,986.745,11705.2,7522.61,22532.8,699.851,2683.69,1089.81,1038.16,2882.38,1886.75
23.3398,9.93204,5.05224,13.9848,35.1122,109.206,4.02659,20.8503,2.09102,6.18213,14.9603,11.9584,23.3398,0.0677268,0.0344513,0.0953628,0.239431,0.744676,0.0274574,0.142179,0.0142587,0.0421561,0.102015,0.0815448,23.3398,1456.52,740.903,2050.85,5149.15,16014.8,590.494,3057.66,306.645,906.601,2193.91,1753.69
23.4375,4.88571,3.3681,59.9699,9.84552,80.7016,4.96765,22.9587,1.08713,6.16817,9.45426,7.81122,23.4375,0.033177,0.0228714,0.407232,0.0668571,0.548013,0.0337334,0.155904,0.00738224,0.0418857,0.0642002,0.0530429,23.4375,719.48,495.993,8831.29,1449.87,11884.3,731.547,3380.95,160.092,908.338,1392.25,1150.3
23.5352,9.07276,9.19882,60.3586,46.2588,165.332,2.31301,27.5831,1.73034,6.37373,21.8897,15.5443,23.5352,0.0613539,0.0622064,0.408171,0.312822,1.11805,0.0156416,0.186529,0.0117013,0.043102,0.148028,0.105117,23.5352,1341.64,1360.28,8925.57,6840.56,24448.7,342.039,4078.87,255.875,942.521,3236.96,2298.62
23.6328,8.23488,4.61713,81.622,21.6443,102.493,1.64729,26.5861,2.72546,8.32159,7.73614,8.27823,23.6328,0.0554577,0.031094,0.549683,0.145763,0.690241,0.0110937,0.179044,0.0183546,0.0560416,0.0520989,0.0557497,23.6328,1222.79,685.594,12120,3213.95,15219.2,244.605,3947.75,404.702,1235.67,1148.73,1229.23
23.7305,3.68863,14.8623,47.8589,34.2099,160.265,6.4786,5.48698,4.30044,2.81846,4.75655,5.98279,23.7305,0.0247388,0.0996782,0.320979,0.229438,1.07486,0.0434505,0.0368,0.0288421,0.0189028,0.0319011,0.0401252,23.7305,549.985,2216.01,7135.91,5100.79,23896,965.978,818.126,641.209,420.241,709.216,892.052
23.8281,9.18547,18.0624,27.7358,30.1669,13.014,1.60988,24.3201,4.33177,13.9965,9.84462,13.5052,23.8281,0.0613524,0.120644,0.185256,0.201493,0.0869245,0.0107529,0.162441,0.0289331,0.0934864,0.0657551,0.0902054,23.8281,1375.22,2704.24,4152.51,4516.48,1948.42,241.026,3641.12,648.538,2095.5,1473.9,2021.96
23.9258,3.64249,11.7445,51.7325,33.5535,83.5802,3.00815,22.7553,4.25866,6.58033,9.53305,10.6388,23.9258,0.0242299,0.0781249,0.344126,0.223199,0.555978,0.0200103,0.151369,0.0283287,0.0437726,0.0634141,0.0707695,23.9258,547.576,1765.56,7776.95,5044.11,12564.6,452.216,3420.8,640.205,989.222,1433.1,1599.33
24.0234,5.42538,5.02989,58.2757,52.9305,36.5469,8.02382,15.3205,5.27385,4.41819,15.5816,11.6721,24.0234,0.0359431,0.033323,0.386076,0.350664,0.242123,0.0531577,0.101498,0.0349392,0.0292705,0.103228,0.0773278,24.0234,818.927,759.231,8796.36,7989.52,5516.53,1211.15,2312.53,796.054,666.898,2351.94,1761.84
24.1211,6.27033,4.49003,100.442,35.5184,12.2406,5.72651,13.1565,1.50034,15.0662,9.77951,11.0101,24.1211,0.0413727,0.029626,0.662734,0.234356,0.0807657,0.0377844,0.086809,0.00989947,0.0994093,0.0645268,0.0726462,24.1211,950.314,680.497,15222.7,5383.07,1855.16,867.894,1993.97,227.387,2283.39,1482.16,1668.66
24.2188,4.86226,2.17523,83.4131,11.1764,119.006,6.51248,9.82883,3.16865,8.24527,4.88307,7.37888,24.2188,0.0319526,0.0142946,0.548154,0.0734467,0.782058,0.0427971,0.0645907,0.020823,0.0541843,0.0320894,0.0484907,24.2188,739.895,331.006,12693,1700.73,18109.3,991.01,1495.66,482.176,1254.69,743.061,1122.85
24.3164,7.45983,17.5982,58.5242,4.1212,93.3665,4.29018,19.9918,2.7558,9.80485,5.09285,8.63234,24.3164,0.0488258,0.115183,0.383051,0.0269739,0.6111,0.02808,0.13085,0.0180372,0.0641744,0.0333336,0.0565001,24.3164,1139.75,2688.74,8941.59,629.656,14265,655.474,3054.44,421.044,1498.03,778.109,1318.89
24.4141,5.07112,7.22518,30.3713,32.6418,76.6244,7.47688,10.8958,6.13783,5.02257,12.9107,9.18635,24.4141,0.0330585,0.0471008,0.19799,0.212792,0.499513,0.0487417,0.0710297,0.0400124,0.0327421,0.0841645,0.0598857,24.4141,777.899,1108.33,4658.91,5007.19,11754,1146.94,1671.4,941.532,770.452,1980.47,1409.17
24.5117,5.18005,6.64222,83.6369,23.8252,92.6522,5.20454,2.60039,5.13682,5.16654,5.13296,5.19229,24.5117,0.0336342,0.043128,0.543056,0.154698,0.601592,0.0337931,0.0168844,0.0333534,0.0335464,0.0333284,0.0337136,24.5117,797.789,1022.98,12881.1,3669.36,14269.5,801.56,400.49,791.13,795.707,790.535,799.674
24.6094,6.45867,14.896,75.9844,38.6387,91.3815,4.41101,7.19158,5.15366,14.7456,3.69671,10.9686,24.6094,0.0417698,0.0963362,0.49141,0.249886,0.590987,0.0285271,0.0465097,0.03333,0.0953633,0.0239075,0.0709365,24.6094,998.673,2303.3,11749.1,5974.52,14129.9,682.054,1112,796.886,2280.04,571.605,1696.02
24.707,3.14429,27.2386,42.4325,9.45387,50.043,9.4954,9.39754,1.65818,2.926,3.08875,9.42571,24.707,0.0202545,0.175463,0.273337,0.0608989,0.322362,0.0611664,0.060536,0.0106815,0.0188484,0.0198968,0.0607174,24.707,488.116,4228.49,6587.17,1467.61,7768.62,1474.05,1458.86,257.414,454.229,479.494,1463.24
24.8047,1.44282,9.96812,44.2546,15.3908,47.4478,1.05753,16.3122,10.804,3.24207,7.9405,10.3861,24.8047,0.0092576,0.0639587,0.283952,0.0987524,0.30444,0.00678543,0.104665,0.069322,0.0208022,0.0509488,0.0666404,24.8047,224.867,1553.56,6897.2,2398.69,7394.85,164.818,2542.3,1683.83,505.285,1237.55,1618.69
24.9023,1.79117,9.65814,37.2565,16.0369,22.724,2.10544,11.2132,7.89719,10.4984,10.7928,10.6456,24.9023,0.0114477,0.0617267,0.238112,0.102494,0.145233,0.0134562,0.0716657,0.0504722,0.0670971,0.0689787,0.0680379,24.9023,280.257,1511.17,5829.38,2509.23,3555.54,329.43,1754.49,1235.64,1642.65,1688.71,1665.68
25,2.89212,18.7223,49.0599,14.4022,55.4107,7.67047,5.06213,8.22069,4.3384,3.7504,7.94558,25,0.0184118,0.11919,0.312325,0.0916872,0.352755,0.0488317,0.0322265,0.0523345,0.0276191,0.0238758,0.0505831,25,454.293,2940.9,7706.31,2262.29,8703.89,1204.87,795.158,1291.3,681.474,589.111,1248.09
25.0977,2.42036,9.94562,1.15011,27.1492,80.3973,5.02471,6.09499,4.89287,3.86664,0.487744,4.95879,25.0977,0.0153485,0.0630694,0.00729335,0.172165,0.509834,0.0318638,0.038651,0.0310278,0.02452,0.00309299,0.0314458,25.0977,381.674,1568.36,181.365,4281.25,12678.1,792.363,961.139,771.572,609.743,76.9139,781.968
25.1953,1.04917,18.0012,34.3765,38.5521,18.213,4.68046,6.99906,4.9267,7.10989,5.96151,7.05447,25.1953,0.00662742,0.113711,0.217151,0.243528,0.115049,0.0295658,0.044212,0.0311212,0.0449121,0.037658,0.044562,25.1953,166.09,2849.71,5442.03,6103.06,2883.24,740.949,1108,779.931,1125.54,943.748,1116.77
25.293,2.62149,8.06463,44.8258,32.5636,34.6938,2.64092,3.0704,5.74293,3.73682,5.99299,5.86796,25.293,0.0164956,0.0507464,0.282065,0.204905,0.21831,0.0166179,0.0193203,0.0361372,0.0235138,0.0377106,0.0369239,25.293,416.609,1281.63,7123.74,5175.03,5513.56,419.696,487.949,912.669,593.858,952.408,932.539
25.3906,3.95526,5.6087,22.7024,32.4281,44.4117,3.85535,3.3953,4.47625,4.39889,10.4088,5.04247,25.3906,0.0247926,0.0351568,0.142304,0.203268,0.278384,0.0241663,0.0212826,0.0280583,0.0275734,0.0652449,0.0316075,25.3906,630.999,894.779,3621.8,5173.39,7085.17,615.06,541.666,714.114,701.772,1660.55,804.446
25.4883,2.93421,7.85648,8.69862,30.0107,33.4235,5.96579,7.76809,1.97838,5.18961,4.61625,6.86694,25.4883,0.0183219,0.0490577,0.0543163,0.187394,0.208704,0.0372518,0.0485058,0.0123535,0.0324052,0.028825,0.0428788,25.4883,469.907,1258.2,1393.06,4806.14,5352.69,955.407,1244.04,316.833,831.104,739.282,1099.72
25.5859,1.53779,2.2998,20.3659,7.29343,63.4988,3.9754,2.42321,2.54878,8.11135,4.53192,4.25366,25.5859,0.00956566,0.0143057,0.126684,0.0453681,0.394989,0.0247286,0.0150734,0.0158544,0.0504559,0.0281904,0.0264595,25.5859,247.216,369.718,3274.05,1172.5,10208.1,639.091,389.559,409.744,1303.99,728.557,683.824
25.6836,3.0768,12.7223,30.6246,24.8166,68.5171,7.53353,2.78342,6.31512,7.34916,5.24824,7.44134,25.6836,0.0190662,0.0788368,0.189773,0.153782,0.424584,0.0466834,0.0172482,0.0391333,0.045541,0.0325221,0.0461122,25.6836,496.518,2053.05,4942.05,4004.77,11056.9,1215.72,449.173,1019.1,1185.97,846.934,1200.85
25.7813,2.22954,4.718,29.3471,17.8524,24.8081,4.17178,3.58839,5.51654,4.73497,5.92298,5.12575,25.7813,0.0137636,0.0291255,0.181168,0.110208,0.153148,0.0257536,0.0221521,0.0340551,0.0292303,0.0365643,0.0316427,25.7813,361.16,764.261,4753.9,2891.88,4018.63,675.78,581.277,893.615,767.01,959.455,830.313
25.8789,4.77983,5.16651,19.7443,7.10811,18.4665,3.07806,3.34904,2.97922,6.42563,4.32484,4.97317,25.8789,0.0293959,0.031774,0.121427,0.0437148,0.113569,0.01893,0.0205965,0.0183222,0.0395176,0.0265977,0.0305849,25.8789,777.209,840.085,3210.46,1155.79,3002.69,500.498,544.56,484.427,1044.82,703.228,808.647
25.9766,4.1061,2.30855,60.7703,16.8823,45.0898,2.17684,1.81181,6.26457,14.9126,2.53654,5.18534,25.9766,0.0251575,0.0141442,0.372332,0.103436,0.276259,0.0133372,0.0111007,0.0383822,0.0913672,0.015541,0.0317699,25.9766,670.179,376.792,9918.67,2755.46,7359.36,355.294,295.716,1022.48,2433.96,414.002,846.328
26.0742,3.75581,3.67953,35.4782,41.4734,48.1387,2.45064,5.31215,2.63739,2.70361,5.34973,4.53398,26.0742,0.0229252,0.0224596,0.216556,0.253151,0.293835,0.0149585,0.0324249,0.0160984,0.0165026,0.0326543,0.027675,26.0742,615.311,602.815,5812.37,6794.56,7886.53,401.486,870.285,432.081,442.93,876.442,742.798
26.1719,4.92098,1.40002,38.3334,21.2876,22.1347,3.08858,7.65478,4.15045,7.37027,1.44399,6.14562,26.1719,0.0299252,0.0085137,0.233111,0.129453,0.134604,0.0187821,0.0465498,0.0252395,0.0448197,0.00878108,0.0373724,26.1719,809.219,230.223,6303.66,3500.59,3639.89,507.894,1258.77,682.511,1211.99,237.453,1010.6
26.2695,1.64851,8.767,54.4263,7.89089,75.9431,5.78985,4.65426,0.562999,11.1262,8.24003,8.06546,26.2695,0.00998755,0.0531152,0.329743,0.0478073,0.460104,0.035078,0.028198,0.00341095,0.0674082,0.0499226,0.0488649,26.2695,272.097,1447.05,8983.4,1302.44,12534.9,955.652,768.215,92.9266,1836.44,1360.07,1331.26
26.3672,2.41606,9.95608,34.9443,0.776203,58.9505,3.07516,9.55607,3.50383,5.48658,5.57812,5.53235,26.3672,0.0145836,0.0600959,0.210927,0.00468524,0.355831,0.0185619,0.0576814,0.0211495,0.0331175,0.0336701,0.0333938,26.3672,400.268,1649.42,5789.21,128.593,9766.32,509.461,1583.15,580.479,908.961,924.127,916.544
26.4648,2.09772,10.5513,60.3702,11.7762,46.206,7.27722,8.64973,0.920323,2.21061,7.14276,7.96348,26.4648,0.0126153,0.0634537,0.363056,0.0708201,0.277875,0.043764,0.052018,0.00553466,0.0132942,0.0429553,0.047891,26.4648,348.816,1754.51,10038.6,1958.19,7683.3,1210.08,1438.31,153.035,367.587,1187.72,1324.2
26.5625,3.07524,8.67349,37.4117,37.5321,42.9344,3.87391,3.54177,4.54359,9.41823,3.30515,6.60854,26.5625,0.0184259,0.0519691,0.22416,0.224882,0.25725,0.0232114,0.0212213,0.0272239,0.0564313,0.0198035,0.0395965,26.5625,513.248,1447.58,6243.91,6264,7165.62,646.544,591.111,758.313,1571.88,551.62,1102.95
26.6602,7.09222,11.5135,69.7367,18.8499,23.7172,5.77112,4.69852,4.47169,10.1075,5.87741,8.59987,26.6602,0.0423389,0.0687327,0.416312,0.11253,0.141586,0.0344522,0.028049,0.0266949,0.0603395,0.0350867,0.0513392,26.6602,1188.02,1928.63,11681.6,3157.56,3972.89,966.724,787.052,749.056,1693.12,984.528,1440.57
26.7578,2.30478,4.66222,45.579,23.3251,50.709,4.00862,1.89875,8.77751,1.22488,3.13542,4.33542,26.7578,0.0137088,0.0277308,0.271103,0.138737,0.301616,0.0238432,0.0112937,0.0522084,0.00728553,0.0186494,0.025787,26.7578,387.489,783.832,7662.94,3921.52,8525.42,673.947,319.225,1475.71,205.931,527.14,728.889
26.8555,1.18894,5.48271,35.8197,21.0266,26.2964,5.74146,7.7066,7.11699,7.92788,4.36374,7.4118,26.8555,0.0070461,0.0324925,0.21228,0.124611,0.155842,0.0340259,0.045672,0.0421778,0.0469834,0.025861,0.0439249,26.8555,200.62,925.141,6044.14,3547.98,4437.2,968.802,1300.4,1200.91,1337.73,736.327,1250.65
26.9531,4.40617,9.2786,17.3005,14.9813,84.7143,5.66192,3.3304,2.04671,4.79254,4.22734,5.22723,26.9531,0.0260179,0.054789,0.102158,0.0884629,0.500228,0.0334329,0.0196656,0.0120856,0.0282994,0.0249619,0.0308662,26.9531,746.191,1571.34,2929.87,2537.11,14346.5,958.854,564.009,346.613,811.624,715.906,885.239
27.0508,5.44542,8.94506,56.7018,20.0307,44.0328,4.04038,12.1096,2.04855,6.76588,9.92559,9.43533,27.0508,0.0320385,0.0526288,0.333609,0.117852,0.25907,0.0237718,0.0712478,0.0120527,0.0398074,0.0583978,0.0555133,27.0508,925.532,1520.35,9637.33,3404.52,7484.04,686.724,2058.22,348.181,1149.96,1687,1603.68
27.1484,8.20455,7.10576,60.1799,23.3444,30.9628,2.07818,17.6739,6.8909,7.95003,9.59265,8.8986,27.1484,0.0480983,0.0416568,0.352799,0.136854,0.181516,0.0121831,0.103611,0.0403972,0.0466063,0.0562359,0.0521671,27.1484,1399.52,1212.09,10265.4,3982.05,5281.59,354.493,3014.78,1175.44,1356.11,1636.3,1517.91
27.2461,5.67356,3.52212,32.468,21.4652,59.5047,5.09985,12.3112,3.22544,5.22063,5.64748,5.66052,27.2461,0.0331414,0.020574,0.189658,0.125387,0.34759,0.0297902,0.0719146,0.018841,0.0304957,0.0329891,0.0330653,27.2461,971.269,602.959,5558.28,3674.68,10186.7,873.054,2107.59,552.17,893.731,966.805,969.037
27.3438,2.23989,4.40027,49.1082,29.2537,13.2967,4.45057,16.6704,1.07358,6.37694,7.29146,6.8342,27.3438,0.0130373,0.0256119,0.285836,0.170272,0.0773936,0.0259047,0.0970302,0.00624882,0.0371171,0.0424401,0.0397786,27.3438,384.826,755.992,8437.08,5025.96,2284.45,764.634,2864.06,184.448,1095.6,1252.71,1174.15
27.4414,2.78221,8.26349,61.6606,17.5329,30.2529,4.15645,2.58287,3.15748,3.48461,5.31456,4.73551,27.4414,0.0161363,0.0479267,0.35762,0.101688,0.175461,0.0241066,0.0149801,0.0183128,0.02021,0.0308234,0.027465,27.4414,479.707,1424.79,10631.5,3023.02,5216.19,716.653,445.337,544.41,600.814,916.333,816.493
27.5391,3.63892,4.94354,33.2079,16.4702,57.6913,5.56,5.01987,2.69578,10.4383,11.2085,7.99917,27.5391,0.0210302,0.0285699,0.191917,0.0951855,0.333412,0.0321326,0.0290111,0.0155796,0.0603257,0.0647765,0.0462291,27.5391,629.653,855.397,5746.07,2849.89,9982.51,962.064,868.604,466.459,1806.18,1939.43,1384.12
27.6367,8.34599,5.00981,37.651,7.54776,45.3318,5.37934,9.25683,2.53006,4.27481,7.74353,7.64565,27.6367,0.048063,0.0288506,0.216825,0.0434662,0.261058,0.0309786,0.0533084,0.0145701,0.0246179,0.0445936,0.0440299,27.6367,1449.25,869.937,6537.96,1310.64,7871.72,934.104,1607.42,439.336,742.306,1344.64,1327.64
27.7344,7.95573,2.80064,10.3169,24.3266,62.6861,1.9447,3.12095,2.06212,13.4514,7.79923,7.87748,27.7344,0.0456543,0.0160716,0.0592042,0.139599,0.359727,0.0111597,0.0179097,0.0118336,0.0771916,0.0447562,0.0452053,27.7344,1386.37,488.04,1797.83,4239.16,10923.7,338.883,543.857,359.346,2344.05,1359.09,1372.73
27.832,1.12989,7.8385,79.7698,33.2183,17.3957,8.48343,7.09874,4.53082,6.39459,5.83539,7.46862,27.832,0.0064612,0.0448237,0.456156,0.189956,0.0994757,0.0485117,0.0405935,0.0259091,0.0365669,0.0333691,0.0427086,27.832,197.589,1370.75,13949.7,5809.01,3042.05,1483.53,1241.38,792.322,1118.25,1020.46,1306.07
27.9297,7.87091,6.46708,54.5,18.9263,26.9842,3.7889,6.31363,4.57282,6.86589,2.84028,6.66649,27.9297,0.0448517,0.0368521,0.310564,0.10785,0.153767,0.0215907,0.0359777,0.0260578,0.0391247,0.0161851,0.0379884,27.9297,1381.25,1134.89,9564.07,3321.32,4735.38,664.904,1107.96,802.472,1204.88,498.433,1169.88
28.0273,4.43588,5.17565,59.2462,32.0539,9.15044,2.49703,6.36848,6.65781,2.48614,0.932762,5.77207,28.0273,0.0251894,0.0293902,0.336433,0.18202,0.0519613,0.0141795,0.0361638,0.0378068,0.0141177,0.00529675,0.032777,28.0273,781.164,911.437,10433.3,5644.72,1611.4,439.73,1121.5,1172.45,437.812,164.26,1016.47
28.125,4.07533,5.33111,54.1928,29.5007,59.7449,3.3956,10.374,5.36173,12.792,4.25535,7.86786,28.125,0.0230617,0.0301679,0.306669,0.16694,0.338087,0.0192152,0.0587048,0.0303412,0.0723882,0.0240803,0.044523,28.125,720.171,942.085,9576.67,5213.2,10557.8,600.053,1833.24,947.496,2260.54,751.982,1390.37
28.2227,2.40606,2.67812,91.5298,23.0879,40.3601,1.41019,12.5316,6.75607,4.36285,11.0498,8.90292,28.2227,0.0135684,0.0151026,0.51616,0.130198,0.227601,0.00795245,0.0706691,0.0380993,0.0246033,0.0623125,0.0502059,28.2227,426.662,474.906,16230.8,4094.13,7156.99,250.067,2222.21,1198.04,773.657,1959.43,1578.74
28.3203,2.48898,3.73887,93.9352,14.7051,35.0101,0.884182,11.054,2.13658,5.79157,12.3304,8.42279,28.3203,0.0139876,0.0210117,0.527899,0.0826401,0.19675,0.00496894,0.0621215,0.0120072,0.0325475,0.0692944,0.0473345,28.3203,442.893,665.301,16715,2616.66,6229.76,157.333,1966.97,380.187,1030.56,2194.09,1498.77
28.418,2.42573,3.63441,42.9572,7.22645,32.9215,2.12606,9.15733,5.58768,3.60122,8.94802,6.40707,28.418,0.0135853,0.0203545,0.240582,0.0404718,0.184377,0.011907,0.0512857,0.0312938,0.0201687,0.0501134,0.0358828,28.418,433.127,648.943,7670.23,1290.32,5878.31,379.62,1635.09,997.711,643.017,1597.72,1144.02
28.5156,2.3397,0.316918,62.6457,16.5969,78.8482,4.58727,8.70449,3.62862,6.85787,2.82812,5.72257,28.5156,0.0130586,0.00176882,0.349646,0.0926328,0.440077,0.0256031,0.0485826,0.0202525,0.038276,0.0157846,0.0319395,28.5156,419.201,56.7819,11224.2,2973.65,14127.1,821.897,1559.57,650.136,1228.72,506.711,1025.31
28.6133,3.70296,5.60411,98.0319,17.726,15.2129,6.56581,10.4752,4.27799,5.47496,11.252,8.52052,28.6133,0.0205969,0.0311716,0.545281,0.0985967,0.0846185,0.0365209,0.0582661,0.0237954,0.0304532,0.0625869,0.0473935,28.6133,665.728,1007.52,17624.4,3186.82,2735.02,1180.42,1883.26,769.108,984.302,2022.92,1531.84
28.7109,1.87737,8.68654,58.0369,28.9856,84.0364,2.09505,15.4391,3.93915,2.17165,6.00393,7.34523,28.7109,0.0104069,0.0481526,0.321719,0.160677,0.465844,0.0116136,0.0855842,0.0218361,0.0120382,0.0332819,0.0407172,28.7109,338.67,1567.02,10469.6,5228.88,15159.8,377.938,2785.15,710.608,391.757,1083.09,1325.05
28.8086,3.0555,5.81919,68.2129,6.64496,60.0083,4.65247,7.38425,6.16089,6.20862,9.44466,6.42679,28.8086,0.0168803,0.0321485,0.376846,0.0367105,0.33152,0.0257029,0.0407948,0.0340363,0.0342999,0.0521777,0.0355052,28.8086,553.076,1053.33,12347.2,1202.8,10862.1,842.142,1336.62,1115.18,1123.82,1709.58,1163.31
28.9063,1.09167,4.1459,3.70115,14.9063,62.8907,1.84631,7.9221,5.947,9.91553,0.647022,5.04645,28.9063,0.00601065,0.0228269,0.0203782,0.0820725,0.34627,0.0101656,0.0436183,0.0327436,0.0545939,0.00356244,0.0277853,28.9063,198.274,752.992,672.216,2707.33,11422.4,335.333,1438.84,1080.11,1800.89,117.514,916.553
29.0039,1.90009,2.58412,37.0489,18.4185,41.8551,3.14985,4.85654,3.07355,9.6977,7.82346,6.34,29.0039,0.0104265,0.01418,0.203301,0.101069,0.229674,0.0172844,0.0266496,0.0168657,0.0532148,0.0429302,0.0347899,29.0039,346.266,470.923,6751.67,3356.53,7627.54,574.018,885.04,560.113,1767.28,1425.72,1155.38
29.1016,0.934688,5.31049,56.7442,3.50792,53.074,3.43268,6.11815,5.32042,6.80903,3.38951,5.31545,29.1016,0.00511176,0.0290428,0.310331,0.0191846,0.290259,0.0187731,0.0334599,0.0290971,0.0372382,0.018537,0.0290699,29.1016,170.908,971.025,10375.7,641.425,9704.61,627.667,1118.71,972.842,1245.03,619.773,971.934
29.1992,5.31371,1.88685,24.8424,29.168,61.61,3.93619,7.24892,4.73875,5.30747,8.66792,6.28132,29.1992,0.0289632,0.0102846,0.135408,0.158985,0.335815,0.0214548,0.0395114,0.0258293,0.0289292,0.0472459,0.0342373,29.1992,974.876,346.17,4557.7,5351.28,11303.2,722.149,1329.92,869.391,973.731,1590.25,1152.4
29.2969,4.46365,5.20053,29.5161,11.4024,69.3149,1.94596,5.23951,6.86092,2.45252,2.38648,5.22002,29.2969,0.0242487,0.0282518,0.160346,0.0619434,0.376553,0.0105714,0.0284636,0.0372719,0.0133233,0.0129645,0.0283577,29.2969,821.659,957.301,5433.26,2098.93,12759.3,358.207,964.478,1262.94,451.455,439.297,960.889
29.3945,5.23179,2.39707,45.5339,17.0089,107.212,5.85828,14.6241,4.0546,8.92078,5.59898,7.38953,29.3945,0.0283272,0.0129788,0.24654,0.0920936,0.580494,0.0317193,0.0791815,0.0219534,0.0483011,0.0303153,0.0400102,29.3945,966.266,442.718,8409.71,3141.39,19801.1,1081.97,2700.95,748.85,1647.59,1034.08,1364.78
29.4922,4.93984,7.15236,73.1368,20.9451,16.1599,3.34124,16.2426,2.056,6.08861,9.7636,8.45798,29.4922,0.0266579,0.0385978,0.394684,0.113031,0.0872068,0.0180311,0.0876533,0.0110952,0.0328573,0.0526894,0.0456436,29.4922,915.377,1325.37,13552.6,3881.23,2994.5,619.149,3009.83,380.987,1128.25,1809.24,1567.3
29.5898,4.0046,2.94488,69.0756,42.0377,31.3127,3.98676,11.0286,3.8992,5.96894,3.46497,4.98677,29.5898,0.0215396,0.0158396,0.371537,0.226109,0.168422,0.0214436,0.0593193,0.0209726,0.0321051,0.018637,0.0268224,29.5898,744.53,547.507,12842.4,7815.59,5821.61,741.213,2050.41,724.933,1109.74,644.201,927.133
29.6875,5.97424,4.76459,20.2349,36.7249,56.7823,6.92717,14.0588,3.00309,5.04034,4.45814,6.4507,29.6875,0.032028,0.025543,0.10848,0.196883,0.30441,0.0371366,0.0753692,0.0160996,0.0270213,0.0239001,0.0345823,29.6875,1114.39,888.749,3774.46,6850.38,10591.7,1292.14,2622.41,560.172,940.184,831.585,1203.26
29.7852,2.48134,8.19066,93.3939,34.1315,53.4155,2.18612,6.20994,4.65807,4.03435,2.92255,5.43401,29.7852,0.0132589,0.0437662,0.499044,0.18238,0.285422,0.0116814,0.0331824,0.0248901,0.0215572,0.0156164,0.0290362,29.7852,464.373,1532.85,17478.3,6387.57,9996.47,409.122,1162.16,871.738,755.01,546.942,1016.95
